id,title,brand,category,retailer,price_low_usd,price_high_usd,availability,asin,orlaloom_url
urban-villa-hemstitch-cloth-dinner-napkins-20x20-in-cotton-set-of-6-ivory,"Urban Villa Hemstitch Cloth Dinner Napkins, 20x20 in Cotton, Set of 6, Ivory",Urban Villa,Home Décor,Amazon,20,25,in_stock,B0DTHVZGZ4,https://orlaloom.com/shop/urban-villa-hemstitch-cloth-dinner-napkins-20x20-in-cotton-set-of-6-ivory
itos365-hammered-gold-napkin-rings-set-of-6,"ITOS365 Hammered Gold Napkin Rings, Set of 6",ITOS365,Home Décor,Amazon,10,15,in_stock,B09J56WT3Y,https://orlaloom.com/shop/itos365-hammered-gold-napkin-rings-set-of-6
kingrol-vintage-embossed-glass-goblets-10-oz-set-of-6,"Kingrol Vintage Embossed Glass Goblets, 10 oz, Set of 6",Kingrol,Home Décor,Amazon,30,35,in_stock,B095RYQRP3,https://orlaloom.com/shop/kingrol-vintage-embossed-glass-goblets-10-oz-set-of-6
nuptio-vintage-gold-candlestick-holders-set-of-6-solid-metal-taper-holders,"NUPTIO Vintage Gold Candlestick Holders, Set of 6 Solid Metal Taper Holders",NUPTIO,Home Décor,Amazon,25,30,in_stock,B08MLGXSPH,https://orlaloom.com/shop/nuptio-vintage-gold-candlestick-holders-set-of-6-solid-metal-taper-holders
bluecorn-100-beeswax-taper-candles-12-in-terracotta-2-count,"Bluecorn 100% Beeswax Taper Candles, 12 in Terracotta, 2 Count",Bluecorn Beeswax,Home Décor,Amazon,12,16,in_stock,B0FLMQ19JF,https://orlaloom.com/shop/bluecorn-100-beeswax-taper-candles-12-in-terracotta-2-count
homebros-terracotta-cheesecloth-gauze-table-runner-10-ft,"HOMEBROS Terracotta Cheesecloth Gauze Table Runner, 10 Ft",HOMEBROS,Home Décor,Amazon,5,10,in_stock,B0D9BBKTPK,https://orlaloom.com/shop/homebros-terracotta-cheesecloth-gauze-table-runner-10-ft
coralie-washable-cottagecore-floral-scalloped-rose-pink-rug,Coralie Washable Cottagecore Floral Scalloped Rose Pink Rug,Lahome,Rugs,Lahome,37,60,in_stock,,https://orlaloom.com/shop/coralie-washable-cottagecore-floral-scalloped-rose-pink-rug
nina-washable-romantic-vintage-floral-rose-garden-light-green-rug,Nina Washable Romantic Vintage Floral Rose Garden Light Green Rug,Lahome,Rugs,Lahome,80,180,in_stock,,https://orlaloom.com/shop/nina-washable-romantic-vintage-floral-rose-garden-light-green-rug
ariele-washable-vintage-floral-scalloped-dusty-blue-rug,Ariele Washable Vintage Floral Scalloped Dusty Blue Rug,Lahome,Rugs,Lahome,37,240,in_stock,,https://orlaloom.com/shop/ariele-washable-vintage-floral-scalloped-dusty-blue-rug
celiane-washable-meadow-floral-pink-rug,Celiane Washable Meadow Floral Pink Rug,Lahome,Rugs,Lahome,50,180,in_stock,,https://orlaloom.com/shop/celiane-washable-meadow-floral-pink-rug
lorielle-washable-vintage-persian-floral-pink-rug,Lorielle Washable Vintage Persian Floral Pink Rug,Lahome,Rugs,Lahome,50,173,in_stock,,https://orlaloom.com/shop/lorielle-washable-vintage-persian-floral-pink-rug
amour-washable-patchwork-cottagecore-floral-pink-rug,Amour Washable Patchwork Cottagecore Floral Pink Rug,Lahome,Rugs,Lahome,70,190,in_stock,,https://orlaloom.com/shop/amour-washable-patchwork-cottagecore-floral-pink-rug
yugtex-blue-rose-garden-bouquet-chintz-pillow-cover-20-x-20-in,YugTex Blue Rose Garden Bouquet Chintz Pillow Cover (20 x 20 in),YugTex,Textiles & Linens,Amazon,20,25,in_stock,B0DRSFHP58,https://orlaloom.com/shop/yugtex-blue-rose-garden-bouquet-chintz-pillow-cover-20-x-20-in
yugtex-pink-vintage-rose-bouquet-pillow-cover-20-x-20-in,YugTex Pink Vintage Rose Bouquet Pillow Cover (20 x 20 in),YugTex,Textiles & Linens,Amazon,20,25,in_stock,B0GN8Y4MMN,https://orlaloom.com/shop/yugtex-pink-vintage-rose-bouquet-pillow-cover-20-x-20-in
ridhi-block-print-ruffle-pillow-covers-set-of-2-18-x-18-in,"Ridhi Block Print Ruffle Pillow Covers, Set of 2 (18 x 18 in)",Ridhi,Textiles & Linens,Amazon,30,38,in_stock,B0DX1MLYPS,https://orlaloom.com/shop/ridhi-block-print-ruffle-pillow-covers-set-of-2-18-x-18-in
kozahopa-vintage-peony-pillow-covers-set-of-2-18-x-18-in,"KozaHopa Vintage Peony Pillow Covers, Set of 2 (18 x 18 in)",KozaHopa,Textiles & Linens,Amazon,14,18,in_stock,B0FX522LV7,https://orlaloom.com/shop/kozahopa-vintage-peony-pillow-covers-set-of-2-18-x-18-in
aureomadis-vintage-rose-tapestry-pillow-cover,AureoMadis Vintage Rose Tapestry Pillow Cover,AureoMadis,Textiles & Linens,Amazon,15,20,in_stock,B0F8N1ZFJW,https://orlaloom.com/shop/aureomadis-vintage-rose-tapestry-pillow-cover
kslids-sage-floral-velvet-pillow-covers-set-of-2-18-x-18-in,"KSLIDS Sage Floral Velvet Pillow Covers, Set of 2 (18 x 18 in)",KSLIDS,Textiles & Linens,Amazon,20,25,in_stock,B0DDSTT7LN,https://orlaloom.com/shop/kslids-sage-floral-velvet-pillow-covers-set-of-2-18-x-18-in
greenland-home-antique-chic-patchwork-quilt-set,Greenland Home Antique Chic Patchwork Quilt Set,Greenland Home,Textiles & Linens,Amazon,70,150,in_stock,B003RWTN8S,https://orlaloom.com/shop/greenland-home-antique-chic-patchwork-quilt-set
greenland-home-ditsy-ruffle-quilt-set,Greenland Home Ditsy Ruffle Quilt Set,Greenland Home,Textiles & Linens,Greenland Home,50,110,in_stock,,https://orlaloom.com/shop/greenland-home-ditsy-ruffle-quilt-set
greenland-home-everly-quilt-set,Greenland Home Everly Quilt Set,Greenland Home,Textiles & Linens,Greenland Home,60,120,in_stock,,https://orlaloom.com/shop/greenland-home-everly-quilt-set
levtex-home-margaux-quilt-set,Levtex Home Margaux Quilt Set,Levtex Home,Textiles & Linens,Amazon,80,140,in_stock,B00T6OTIJU,https://orlaloom.com/shop/levtex-home-margaux-quilt-set
laura-ashley-floral-quilt-set,Laura Ashley Floral Quilt Set,Laura Ashley,Textiles & Linens,Amazon,70,160,in_stock,B07W8S5531,https://orlaloom.com/shop/laura-ashley-floral-quilt-set
barossa-design-buffalo-check-window-tier-curtains-red-white-28-x-24-in-set-of-2,"Barossa Design Buffalo Check Window Tier Curtains, Red & White, 28 x 24 in, Set of 2",Barossa Design,Textiles & Linens,Amazon,16,20,in_stock,B088FHBJTC,https://orlaloom.com/shop/barossa-design-buffalo-check-window-tier-curtains-red-white-28-x-24-in-set-of-2
vogol-yarn-dyed-gingham-half-window-caf-tier-curtains-blue-white-30-x-36-in-set-,"VOGOL Yarn-Dyed Gingham Half-Window Café Tier Curtains, Blue & White, 30 x 36 in, Set of 2",VOGOL,Textiles & Linens,Amazon,15,19,in_stock,B08LZGK83L,https://orlaloom.com/shop/vogol-yarn-dyed-gingham-half-window-caf-tier-curtains-blue-white-30-x-36-in-set-
haperlare-buffalo-check-tier-curtains-sage-white-28-x-45-in-set-of-2,"Haperlare Buffalo Check Tier Curtains, Sage & White, 28 x 45 in, Set of 2",Haperlare,Textiles & Linens,Amazon,18,22,in_stock,B081C7ZYHX,https://orlaloom.com/shop/haperlare-buffalo-check-tier-curtains-sage-white-28-x-45-in-set-of-2
amzdecor-buffalo-check-tier-curtains-linen-white-28-x-36-in-set-of-2,"Amzdecor Buffalo Check Tier Curtains, Linen & White, 28 x 36 in, Set of 2",Amzdecor,Textiles & Linens,Amazon,20,26,in_stock,B09JNX6CNK,https://orlaloom.com/shop/amzdecor-buffalo-check-tier-curtains-linen-white-28-x-36-in-set-of-2
barossa-design-buffalo-check-window-tier-curtains-black-white-28-x-36-in-set-of-,"Barossa Design Buffalo Check Window Tier Curtains, Black & White, 28 x 36 in, Set of 2",Barossa Design,Textiles & Linens,Amazon,16,20,in_stock,B088FG4FSL,https://orlaloom.com/shop/barossa-design-buffalo-check-window-tier-curtains-black-white-28-x-36-in-set-of-
lovemyfabric-checkerboard-print-rod-pocket-valance-58-x-16-in-1-panel,"lovemyfabric Checkerboard Print Rod-Pocket Valance, 58 x 16 in, 1 Panel",lovemyfabric,Textiles & Linens,Amazon,22,,in_stock,B09H9DHVFZ,https://orlaloom.com/shop/lovemyfabric-checkerboard-print-rod-pocket-valance-58-x-16-in-1-panel
classic-gingham-ruffled-rod-pocket-curtain-tiers-pair,"Classic Gingham Ruffled Rod-Pocket Curtain Tiers, Pair",Vermont Country Store,Textiles & Linens,Amazon,40,50,in_stock,B0H1QPZY4X,https://orlaloom.com/shop/classic-gingham-ruffled-rod-pocket-curtain-tiers-pair
kxlife-spring-tension-curtain-rod-22-36-in-set-of-2,"KXLife Spring Tension Curtain Rod, 22-36 in, Set of 2",KXLife,Textiles & Linens,Amazon,9,12,in_stock,B08DN2R179,https://orlaloom.com/shop/kxlife-spring-tension-curtain-rod-22-36-in-set-of-2
romanstile-gingham-ruffled-waterproof-tablecloth-red-60-x-84-in,"Romanstile Gingham Ruffled Waterproof Tablecloth, Red, 60 x 84 in",Romanstile,Cottagecore Kitchen,Amazon,30,35,in_stock,B0GCFFYL9S,https://orlaloom.com/shop/romanstile-gingham-ruffled-waterproof-tablecloth-red-60-x-84-in
romanstile-sage-checkered-tablecloth-with-tassels-55-x-70-in,"Romanstile Sage Checkered Tablecloth with Tassels, 55 x 70 in",Romanstile,Cottagecore Kitchen,Amazon,18,22,in_stock,B0F8VMY17Y,https://orlaloom.com/shop/romanstile-sage-checkered-tablecloth-with-tassels-55-x-70-in
zarocrus-cream-beaded-melamine-dinnerware-set-scalloped-edge-12-piece,"ZAROCRUS Cream Beaded Melamine Dinnerware Set, Scalloped Edge, 12 Piece",ZAROCRUS,Cottagecore Kitchen,Amazon,50,58,in_stock,B0F6CLF2HN,https://orlaloom.com/shop/zarocrus-cream-beaded-melamine-dinnerware-set-scalloped-edge-12-piece
up-gingham-melamine-dessert-plates-red-6-in-set-of-4,"UP Gingham Melamine Dessert Plates, Red, 6 in, Set of 4",UP,Cottagecore Kitchen,Amazon,22,28,in_stock,B09VXD2PK9,https://orlaloom.com/shop/up-gingham-melamine-dessert-plates-red-6-in-set-of-4
heirloom-comfort-gingham-cotton-cloth-napkins-18-x-18-in-set-of-12,"Heirloom Comfort Gingham Cotton Cloth Napkins, 18 x 18 in, Set of 12",Heirloom Comfort,Cottagecore Kitchen,Amazon,24,28,in_stock,B0FBVYXBQN,https://orlaloom.com/shop/heirloom-comfort-gingham-cotton-cloth-napkins-18-x-18-in-set-of-12
realway-17-oz-shatterproof-ribbed-acrylic-tumblers-set-of-8,"Realway 17 oz Shatterproof Ribbed Acrylic Tumblers, Set of 8",Realway,Cottagecore Kitchen,Amazon,25,30,in_stock,B0BF8JFB9P,https://orlaloom.com/shop/realway-17-oz-shatterproof-ribbed-acrylic-tumblers-set-of-8
buaic-vertical-stripes-glass-pitcher-with-lid-2-pack-68-oz-each,"Buaic Vertical Stripes Glass Pitcher with Lid, 2 Pack (68 oz each)",Buaic,Glassware,Amazon,25,30,in_stock,B0D44DTJXJ,https://orlaloom.com/shop/buaic-vertical-stripes-glass-pitcher-with-lid-2-pack-68-oz-each
bandesun-vintage-embossed-glass-pitcher-with-lid-68-oz,Bandesun Vintage Embossed Glass Pitcher with Lid (68 oz),Bandesun,Glassware,Amazon,25,30,in_stock,B0FHGPS5XC,https://orlaloom.com/shop/bandesun-vintage-embossed-glass-pitcher-with-lid-68-oz
yirilan-glass-pitcher-with-lid-2-2-liter-fridge-carafe,"Yirilan Glass Pitcher with Lid, 2.2 Liter Fridge Carafe",Yirilan,Glassware,Amazon,15,20,in_stock,B09DYDCXXS,https://orlaloom.com/shop/yirilan-glass-pitcher-with-lid-2-2-liter-fridge-carafe
hlukana-vintage-hobnail-drinking-glasses-set-of-8-12-oz-10-oz,"Hlukana Vintage Hobnail Drinking Glasses, Set of 8 (12 oz + 10 oz)",Hlukana,Glassware,Amazon,22,28,in_stock,B0CC31XP2D,https://orlaloom.com/shop/hlukana-vintage-hobnail-drinking-glasses-set-of-8-12-oz-10-oz
alink-wave-bubble-glass-cups-with-lids-and-straws-set-of-4-16-oz,"ALINK Wave Bubble Glass Cups with Lids and Straws, Set of 4 (16 oz)",ALINK,Glassware,Amazon,20,25,in_stock,B0CVZMWG6W,https://orlaloom.com/shop/alink-wave-bubble-glass-cups-with-lids-and-straws-set-of-4-16-oz
lifewit-glass-drink-dispenser-with-stand-1-6-gallon,Lifewit Glass Drink Dispenser with Stand (1.6 Gallon),Lifewit,Glassware,Amazon,40,48,in_stock,B0GY9688HF,https://orlaloom.com/shop/lifewit-glass-drink-dispenser-with-stand-1-6-gallon
nuptio-brass-candlestick-holders-set-of-3,Nuptio Brass Candlestick Holders (Set of 3),Nuptio,Candles & Fragrance,Amazon,28,35,in_stock,B07W554ZNB,https://orlaloom.com/shop/nuptio-brass-candlestick-holders-set-of-3
vintage-solid-brass-candlesticks,Vintage Solid Brass Candlesticks,Vintage (Etsy),Candles & Fragrance,Etsy,15,40,in_stock,,https://orlaloom.com/shop/vintage-solid-brass-candlesticks
p-f-candle-co-amber-moss-p-f-candle-co,P.F. Candle Co. Amber & Moss,P.F. Candle Co.,Candles & Fragrance,Amazon,22,,in_stock,,https://orlaloom.com/shop/p-f-candle-co-amber-moss-p-f-candle-co
antique-style-brass-taper-holders-set-of-2,Antique-Style Brass Taper Holders (Set of 2),Generic,Candles & Fragrance,Amazon,20,26,in_stock,B07W7KWNY6,https://orlaloom.com/shop/antique-style-brass-taper-holders-set-of-2
gold-arched-scalloped-wall-mirror-24-x-36-in,"Gold Arched Scalloped Wall Mirror, 24 x 36 in",Generic (Amazon),Home Décor,Amazon,70,90,in_stock,B0FL7F7TJJ,https://orlaloom.com/shop/gold-arched-scalloped-wall-mirror-24-x-36-in
galouro-blue-and-white-chinoiserie-ginger-jar-9-8-in,"GaLouRo Blue and White Chinoiserie Ginger Jar, 9.8 in",GaLouRo,Home Décor,Amazon,28,34,in_stock,B09WLW7NGJ,https://orlaloom.com/shop/galouro-blue-and-white-chinoiserie-ginger-jar-9-8-in
grandmillennial-blue-floral-block-print-pillow-covers-set-of-2-18-x-18-in,"Grandmillennial Blue Floral Block Print Pillow Covers, Set of 2, 18 x 18 in",Generic (Amazon),Home Décor,Amazon,18,24,in_stock,B0G521P28Z,https://orlaloom.com/shop/grandmillennial-blue-floral-block-print-pillow-covers-set-of-2-18-x-18-in
silifine-blue-and-white-chinoiserie-wall-plates-set-of-6,"SiliFine Blue and White Chinoiserie Wall Plates, Set of 6",SiliFine,Home Décor,Amazon,26,32,in_stock,B0GR15CQZY,https://orlaloom.com/shop/silifine-blue-and-white-chinoiserie-wall-plates-set-of-6
lush-decor-cottagecore-flower-stripe-reversible-cotton-quilt-3-piece-set,"Lush Decor Cottagecore Flower Stripe Reversible Cotton Quilt, 3-Piece Set",Lush Decor,Home Décor,Amazon,70,95,in_stock,B0B999RTPV,https://orlaloom.com/shop/lush-decor-cottagecore-flower-stripe-reversible-cotton-quilt-3-piece-set
storageworks-round-wicker-scalloped-tray-with-handles-13-in,"StorageWorks Round Wicker Scalloped Tray with Handles, 13 in",StorageWorks,Home Décor,Amazon,22,28,in_stock,B0CMHHCLNM,https://orlaloom.com/shop/storageworks-round-wicker-scalloped-tray-with-handles-13-in
aspen-creative-33055-mushroom-pleated-empire-lamp-shade-white-13-in,"Aspen Creative 33055 Mushroom Pleated Empire Lamp Shade, White, 13 in",Aspen Creative,Home Décor,Amazon,35,40,in_stock,B0B5ZJ8Y73,https://orlaloom.com/shop/aspen-creative-33055-mushroom-pleated-empire-lamp-shade-white-13-in
ariele-washable-vintage-floral-scalloped-sage-green-rug,Ariele Washable Vintage Floral Scalloped Sage Green Rug,Lahome,Rugs,Lahome,37,240,in_stock,,https://orlaloom.com/shop/ariele-washable-vintage-floral-scalloped-sage-green-rug
sage-green-floral-5x7-vintage-boho-washable-rug,Sage Green Floral 5x7 Vintage Boho Washable Rug,Vibrug,Rugs,Amazon,40,70,in_stock,B0F7XMZ17R,https://orlaloom.com/shop/sage-green-floral-5x7-vintage-boho-washable-rug
vibrug-sage-green-8x10-vintage-medallion-rug,Vibrug Sage Green 8x10 Vintage Medallion Rug,Vibrug,Rugs,Amazon,90,140,in_stock,B0G5YYVT1M,https://orlaloom.com/shop/vibrug-sage-green-8x10-vintage-medallion-rug
forest-green-floral-botanical-5x7-washable-rug,Forest Green Floral Botanical 5x7 Washable Rug,GarveeHome,Rugs,Amazon,45,75,in_stock,B0GGWXHR4K,https://orlaloom.com/shop/forest-green-floral-botanical-5x7-washable-rug
alma-modern-natural-botanical-floral-green-rug,Alma Modern Natural Botanical Floral Green Rug,Lahome,Rugs,Lahome,37,200,in_stock,,https://orlaloom.com/shop/alma-modern-natural-botanical-floral-green-rug
floral-sage-green-9x12-washable-area-rug,Floral Sage Green 9x12 Washable Area Rug,Vibrug,Rugs,Amazon,120,170,in_stock,B0FCRTMSM4,https://orlaloom.com/shop/floral-sage-green-9x12-washable-area-rug
moss-green-vintage-floral-runner-2-6-x-10,"Moss Green Vintage Floral Runner (2'6"" x 10')",Amazon,Rugs,Amazon,35,55,in_stock,B0FRFVZH4B,https://orlaloom.com/shop/moss-green-vintage-floral-runner-2-6-x-10
washable-persian-2x3-sage-green-medallion-mat,Washable Persian 2x3 Sage Green Medallion Mat,Amazon,Rugs,Amazon,18,28,in_stock,B0GV379P7Z,https://orlaloom.com/shop/washable-persian-2x3-sage-green-medallion-mat
moretoes-hobnail-drinking-glasses-set-of-12-12-oz-highball-and-10-oz-cocktail-gl,"Moretoes Hobnail Drinking Glasses Set of 12, 12 oz Highball and 10 oz Cocktail Glasses",Moretoes,Glassware,Amazon,25,30,in_stock,B0D82WRJ9V,https://orlaloom.com/shop/moretoes-hobnail-drinking-glasses-set-of-12-12-oz-highball-and-10-oz-cocktail-gl
consou-hobnail-glassware-set-of-6-15-oz-thick-glass-with-heavy-base,"Consou Hobnail Glassware Set of 6, 15 oz Thick Glass with Heavy Base",Consou,Glassware,Amazon,25,30,in_stock,B0C6KDLR99,https://orlaloom.com/shop/consou-hobnail-glassware-set-of-6-15-oz-thick-glass-with-heavy-base
moretoes-colored-hobnail-drinking-glasses-set-of-12-mixed-highballs-and-old-fash,"Moretoes Colored Hobnail Drinking Glasses Set of 12, Mixed Highballs and Old Fashioned",Moretoes,Glassware,Amazon,33,38,in_stock,B0FWRF5TK9,https://orlaloom.com/shop/moretoes-colored-hobnail-drinking-glasses-set-of-12-mixed-highballs-and-old-fash
insetlan-20-oz-hobnail-glass-cups-with-lids-and-glass-straws-set-of-4,"INSETLAN 20 oz Hobnail Glass Cups with Lids and Glass Straws, Set of 4",INSETLAN,Glassware,Amazon,25,30,in_stock,B0GH6RLM61,https://orlaloom.com/shop/insetlan-20-oz-hobnail-glass-cups-with-lids-and-glass-straws-set-of-4
akutaa-vintage-hobnail-drinking-glasses-set-of-6-16-oz-embossed-clear-tumblers,"Akutaa Vintage Hobnail Drinking Glasses Set of 6, 16 oz Embossed Clear Tumblers",Akutaa,Glassware,Amazon,32,38,in_stock,B0F9NC189X,https://orlaloom.com/shop/akutaa-vintage-hobnail-drinking-glasses-set-of-6-16-oz-embossed-clear-tumblers
khen-muted-hobnail-coupes-pastel-colored-glass-goblets-set-of-4,"Khen Muted Hobnail Coupes, Pastel Colored Glass Goblets, Set of 4",Khen,Glassware,Amazon,32,38,in_stock,B0FJMV2BRF,https://orlaloom.com/shop/khen-muted-hobnail-coupes-pastel-colored-glass-goblets-set-of-4
le-creuset-signature-round-dutch-oven-5-5-qt-cerise,"Le Creuset Signature Round Dutch Oven, 5.5 qt, Cerise",Le Creuset,Cottagecore Kitchen,Amazon,300,420,in_stock,B00VA5HG0Q,https://orlaloom.com/shop/le-creuset-signature-round-dutch-oven-5-5-qt-cerise
lodge-essential-enamel-cast-iron-dutch-oven-6-qt-caribbean-blue,"Lodge Essential Enamel Cast Iron Dutch Oven, 6 qt, Caribbean Blue",Lodge,Cottagecore Kitchen,Amazon,80,100,in_stock,B000N4WN08,https://orlaloom.com/shop/lodge-essential-enamel-cast-iron-dutch-oven-6-qt-caribbean-blue
lodge-essential-enamel-cast-iron-dutch-oven-7-5-qt-indigo,"Lodge Essential Enamel Cast Iron Dutch Oven, 7.5 qt, Indigo",Lodge,Cottagecore Kitchen,Amazon,95,115,in_stock,B096L1F6DM,https://orlaloom.com/shop/lodge-essential-enamel-cast-iron-dutch-oven-7-5-qt-indigo
crock-pot-artisan-round-dutch-oven-7-qt-matte-linen-white-with-gold-knob,"Crock-Pot Artisan Round Dutch Oven, 7 qt, Matte Linen White with Gold Knob",Crock-Pot,Cottagecore Kitchen,Amazon,45,80,in_stock,B0CT43ZHQM,https://orlaloom.com/shop/crock-pot-artisan-round-dutch-oven-7-qt-matte-linen-white-with-gold-knob
cuisinart-chef-s-classic-enameled-cast-iron-dutch-oven-5-qt-gray-sage,"Cuisinart Chef's Classic Enameled Cast Iron Dutch Oven, 5 qt, Gray/Sage",Cuisinart,Cottagecore Kitchen,Amazon,65,85,in_stock,B0CG7NB5H6,https://orlaloom.com/shop/cuisinart-chef-s-classic-enameled-cast-iron-dutch-oven-5-qt-gray-sage
amazon-basics-enameled-cast-iron-dutch-oven-6-qt-light-pink,"Amazon Basics Enameled Cast Iron Dutch Oven, 6 qt, Light Pink",Amazon Basics,Cottagecore Kitchen,Amazon,38,55,in_stock,B07Y6TRH27,https://orlaloom.com/shop/amazon-basics-enameled-cast-iron-dutch-oven-6-qt-light-pink
luvivihome-3-piece-black-floral-duvet-cover-set-queen-victorian-garden-botanical,"LUVIVIHOME 3-Piece Black Floral Duvet Cover Set, Queen, Victorian Garden Botanical Print",LUVIVIHOME,Textiles & Linens,Amazon,35,45,in_stock,B0D9Y9M1P5,https://orlaloom.com/shop/luvivihome-3-piece-black-floral-duvet-cover-set-queen-victorian-garden-botanical
madison-park-floral-velvet-reversible-5-piece-queen-comforter-set-purple,"Madison Park Floral Velvet Reversible 5-Piece Queen Comforter Set, Purple",Madison Park,Textiles & Linens,Amazon,85,95,in_stock,B0GMGJGVBB,https://orlaloom.com/shop/madison-park-floral-velvet-reversible-5-piece-queen-comforter-set-purple
puralens-dark-beige-moody-floral-duvet-cover-set-queen-100-cotton-percale-toile,"Puralens Dark Beige Moody Floral Duvet Cover Set, Queen, 100% Cotton Percale Toile",Puralens,Textiles & Linens,Amazon,65,75,in_stock,B0GGRF4F5V,https://orlaloom.com/shop/puralens-dark-beige-moody-floral-duvet-cover-set-queen-100-cotton-percale-toile
zcwl-burgundy-moody-floral-3-piece-duvet-cover-set-queen-with-zipper-closure,"zcwl Burgundy Moody Floral 3-Piece Duvet Cover Set, Queen, with Zipper Closure",zcwl,Textiles & Linens,Amazon,50,60,in_stock,B0FSZYBGSK,https://orlaloom.com/shop/zcwl-burgundy-moody-floral-3-piece-duvet-cover-set-queen-with-zipper-closure
bedsure-dark-brown-queen-comforter-set-reversible-botanical-floral-3-pieces,"Bedsure Dark Brown Queen Comforter Set, Reversible Botanical Floral, 3 Pieces",Bedsure,Textiles & Linens,Amazon,40,50,in_stock,B0F21995FY,https://orlaloom.com/shop/bedsure-dark-brown-queen-comforter-set-reversible-botanical-floral-3-pieces
jovitra-burgundy-floral-throw-pillow-covers-18x18-in-set-of-2-vintage-rustic-pri,"JOVITRA Burgundy Floral Throw Pillow Covers, 18x18 in, Set of 2, Vintage Rustic Print",JOVITRA,Textiles & Linens,Amazon,14,18,in_stock,B0FD77B1C9,https://orlaloom.com/shop/jovitra-burgundy-floral-throw-pillow-covers-18x18-in-set-of-2-vintage-rustic-pri
mushroom-butter-crock-water-seal,Mushroom Butter Crock (Water-Seal),Fungi Fun,Butter Dishes,Amazon,28,34,in_stock,B0DLJNG1C7,https://orlaloom.com/shop/mushroom-butter-crock-water-seal
handmade-mushroom-stick-butter-dish,Handmade Mushroom Stick Butter Dish,Ceramic Boutique,Butter Dishes,Ceramic Boutique,45,60,in_stock,,https://orlaloom.com/shop/handmade-mushroom-stick-butter-dish
haden-heritage-2-slice-toaster,Haden Heritage 2-Slice Toaster,Haden,Retro Appliances,Amazon,40,50,in_stock,B096T892FS,https://orlaloom.com/shop/haden-heritage-2-slice-toaster
haden-heritage-1-7l-electric-kettle,Haden Heritage 1.7L Electric Kettle,Haden,Retro Appliances,Amazon,60,90,in_stock,B07WT7ND3F,https://orlaloom.com/shop/haden-heritage-1-7l-electric-kettle
zulay-handheld-milk-frother,Zulay Handheld Milk Frother,Zulay,Retro Appliances,Amazon,10,15,in_stock,B08M9784NT,https://orlaloom.com/shop/zulay-handheld-milk-frother
dash-mini-waffle-maker-aqua,Dash Mini Waffle Maker (Aqua),Dash,Retro Appliances,Amazon,13,15,in_stock,B01M9I779L,https://orlaloom.com/shop/dash-mini-waffle-maker-aqua
dash-everyday-hand-mixer-aqua,Dash Everyday Hand Mixer (Aqua),Dash,Retro Appliances,Amazon,20,25,in_stock,B08XSGX1FB,https://orlaloom.com/shop/dash-everyday-hand-mixer-aqua
dash-personal-usb-bottle-blender-aqua,Dash Personal USB Bottle Blender (Aqua),Dash,Retro Appliances,Amazon,25,30,in_stock,B0BQNBJS58,https://orlaloom.com/shop/dash-personal-usb-bottle-blender-aqua
maxdot-set-of-5-ceramic-pumpkin-bowls-with-lids-and-handles-cream,"Maxdot Set of 5 Ceramic Pumpkin Bowls with Lids and Handles, Cream",Maxdot,Cottagecore Kitchen,Amazon,55,60,in_stock,B0F83ZF6Z6,https://orlaloom.com/shop/maxdot-set-of-5-ceramic-pumpkin-bowls-with-lids-and-handles-cream
fyueropa-pumpkin-bowl-set-with-lid-and-handle-set-of-2-stoneware-ramekins-14-oz,"FYUEROPA Pumpkin Bowl Set with Lid and Handle, Set of 2 Stoneware Ramekins, 14 oz",FYUEROPA,Cottagecore Kitchen,Amazon,25,30,in_stock,B0B6SXBDR6,https://orlaloom.com/shop/fyueropa-pumpkin-bowl-set-with-lid-and-handle-set-of-2-stoneware-ramekins-14-oz
certified-international-harvest-morning-11-in-dinner-plates-set-of-4,"Certified International Harvest Morning 11 in Dinner Plates, Set of 4",Certified International,Cottagecore Kitchen,Amazon,60,65,in_stock,B0B4BDT95F,https://orlaloom.com/shop/certified-international-harvest-morning-11-in-dinner-plates-set-of-4
certified-international-harvest-morning-pumpkin-platter-13-75-in-x-11-5-in,"Certified International Harvest Morning Pumpkin Platter, 13.75 in x 11.5 in",Certified International,Cottagecore Kitchen,Amazon,35,40,in_stock,B0B4BHJXRY,https://orlaloom.com/shop/certified-international-harvest-morning-pumpkin-platter-13-75-in-x-11-5-in
nat-jules-pumpkin-shaped-8-in-ceramic-plates-set-of-4-white,"Nat & Jules Pumpkin Shaped 8 in Ceramic Plates, Set of 4, White",Nat & Jules,Cottagecore Kitchen,Amazon,30,35,in_stock,B0BP9FR8MZ,https://orlaloom.com/shop/nat-jules-pumpkin-shaped-8-in-ceramic-plates-set-of-4-white
nordic-ware-harvest-bounty-loaf-pan-cast-aluminum,"Nordic Ware Harvest Bounty Loaf Pan, Cast Aluminum",Nordic Ware,Cottagecore Kitchen,Amazon,25,30,in_stock,B075HJGHKN,https://orlaloom.com/shop/nordic-ware-harvest-bounty-loaf-pan-cast-aluminum
smeg-50-s-retro-style-drip-coffee-machine-10-cup-cream,"Smeg 50's Retro Style Drip Coffee Machine (10-Cup, Cream)",Smeg,Retro Appliances,Amazon,260,,in_stock,B07RJTPR4Y,https://orlaloom.com/shop/smeg-50-s-retro-style-drip-coffee-machine-10-cup-cream
